opstina,mesto,ulica,cena,povrsina,cena_po_m2,broj_soba,stanje,sprat,grejanje,uknjizenost,parking_garaza,Lift,Terasa,Lodja,Tavan,Podrum,namesten,godina_izgradnje,X,Y
Palilula,Krnjaca,Sutjeska,52000,78,667,3,Renovirano,Prizemlje,Struja,NA,0,NA,NA,NA,NA,NA,NA,2003,44.84052,20.38098
Vracar,Kalenic,Loznicka,432300,131,3300,3,U izgradnji,3,NA,NA,0,NA,NA,NA,NA,NA,Prazno,NA,44.80041,20.48177
Vracar,Kalenic,Loznicka,376200,114,3300,3,U izgradnji,4,NA,NA,0,NA,NA,NA,NA,NA,Prazno,NA,44.80041,20.48177
Savski Venac,Beograd na vodi,Hercegovacka,340888,104,3278,3,U izgradnji,19,Centralno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.80934,20.45019
Vracar,Crveni Krst Vracar,Bojanska,318900,118,2703,3,U izgradnji,2,NA,NA,1,1,1,0,0,0,Prazno,2020,44.79845,20.48541
Savski Venac,Beograd na vodi,Hercegovacka,305888,110,2781,3,U izgradnji,13,Centralno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.80934,20.45019
Vracar,Kalenic,Loznicka,290400,88,3300,3,U izgradnji,2,NA,NA,0,NA,NA,NA,NA,NA,Prazno,NA,44.80041,20.48177
Vracar,Crveni Krst Vracar,Bojanska,268300,99,2710,3,U izgradnji,1,NA,NA,1,1,1,0,0,0,Prazno,2020,44.79845,20.48541
Vracar,Kalenic,Loznicka,257400,78,3300,3,U izgradnji,2,NA,NA,0,NA,NA,NA,NA,NA,Prazno,NA,44.80041,20.48177
Zvezdara,Ðeram,Bulevar kralja Aleksandra,240700,98,2456,3,U izgradnji,7,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,2021,44.79757,20.49406
Savski Venac,Dedinje,Miloja Ðaka,2.00E+05,78,2564,3,U izgradnji,1,Gas,Nije uknjizeno,1,1,1,0,0,0,Namesteno,NA,44.76524,20.45776
Savski Venac,Dedinje,Miloja Ðaka,2.00E+05,78,2564,3,U izgradnji,2,Gas,Nije uknjizeno,1,1,1,0,0,0,Namesteno,NA,44.76524,20.45776
Novi Beograd,Blok 65,Tosin bunar,196560,83,2368,3,U izgradnji,5,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,2020,44.82088,20.39629
Savski Venac,Klinicki Centar,Zvecanska,191180,79,2420,3,U izgradnji,3,Struja,Uknjizeno,0,1,1,0,0,0,Namesteno,NA,44.79244,20.45974
Zvezdara,Ðeram,Bulevar kralja Aleksandra,186720,72,2593,3,U izgradnji,6,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,2021,44.79757,20.49406
Zvezdara,Ðeram,Bulevar kralja Aleksandra,184830,70,2640,3,U izgradnji,7,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,2021,44.79757,20.49406
Zvezdara,Ðeram,Bulevar kralja Aleksandra,174800,68,2571,3,U izgradnji,6,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,2021,44.79757,20.49406
Zvezdara,Olimp,Milana Rakica,174500,114,1531,3,U izgradnji,5,Centralno,Uknjizeno,1,1,1,0,0,0,Namesteno,2018,44.79691,20.5032
Vracar,Juzni Bulevar,Sime Igumanova,170940,74,2310,3,U izgradnji,1,Struja,Nije uknjizeno,0,1,1,0,0,0,Namesteno,NA,44.79209,20.47419
Vracar,Juzni Bulevar,Juzni Bulevar,150000,75,2000,3,U izgradnji,2,Centralno,NA,1,1,1,0,0,0,NA,2020,44.7928,20.47359
Vracar,Juzni Bulevar,Sime Igumanova,147900,64,2311,3,U izgradnji,Prizemlje,Struja,Nije uknjizeno,0,1,1,0,0,0,Namesteno,NA,44.79209,20.47419
Vracar,Juzni Bulevar,Sime Igumanova,136405,59,2312,3,U izgradnji,2,Etazno,NA,0,1,1,0,0,0,NA,2020,44.79209,20.47419
Zvezdara,Cvetkova Pijaca,Zivka Davidovica,133760,64,2090,3,U izgradnji,4,Etazno,Nije uknjizeno,0,1,1,0,0,0,Prazno,2018,44.78898,20.51366
Zvezdara,Cvetkova Pijaca,Zivka Davidovica,129600,62,2090,3,U izgradnji,4,Etazno,Nije uknjizeno,0,1,1,0,0,0,Prazno,2018,44.78898,20.51366
Zvezdara,Cvetkova Pijaca,Zivka Davidovica,126700,64,1980,3,U izgradnji,3,Etazno,Nije uknjizeno,0,1,1,0,0,0,Prazno,2018,44.78898,20.51366
Savski Venac,Autokomanda,Zvecanska,126000,70,1800,3,U izgradnji,1,Centralno,NA,1,1,1,0,0,0,NA,2020,44.79244,20.45974
Zemun,Pregrevica,Pregrevica,124000,66,1879,3,U izgradnji,1,Etazno,NA,0,1,1,0,0,0,Prazno,2020,44.86208,20.37702
Zvezdara,Cvetkova Pijaca,Zivka Davidovica,122800,62,1981,3,U izgradnji,3,Etazno,Nije uknjizeno,0,1,1,0,0,0,Prazno,2018,44.78898,20.51366
Zvezdara,Cvetkova Pijaca,Ulcinjska,120000,70,1714,3,U izgradnji,5,Centralno,Nije uknjizeno,1,1,1,0,0,0,Namesteno,NA,44.79258,20.49775
Zvezdara,Cvetkova Pijaca,Zivka Davidovica,119600,64,1869,3,U izgradnji,2,Etazno,Nije uknjizeno,0,1,1,0,0,0,Prazno,2018,44.78898,20.51366
Zvezdara,Cvetkova Pijaca,Cvetkova Pijaca,118000,62,1903,3,U izgradnji,4,Centralno,Uknjizeno,1,1,0,0,0,0,NA,2019,44.77143,20.51277
Zvezdara,Cvetkova Pijaca,Zivka Davidovica,116000,62,1871,3,U izgradnji,2,Etazno,Nije uknjizeno,0,1,1,0,0,0,Prazno,2018,44.78898,20.51366
Vozdovac,Lekino Brdo,Pirotska,109395,55,1989,3,U izgradnji,1,Etazno,NA,0,1,1,0,0,0,Prazno,NA,44.78871,20.47704
Zvezdara,Cvetkova Pijaca,Zivka Davidovica,109000,62,1758,3,U izgradnji,1,Etazno,Nije uknjizeno,0,1,1,0,0,0,Prazno,2018,44.78898,20.51366
Zemun,Pregrevica,Pregrevica,108400,58,1869,3,U izgradnji,Prizemlje,Etazno,NA,0,1,0,0,0,0,Prazno,2020,44.86208,20.37702
Zvezdara,Kluz,Kluz,107300,65,1651,3,U izgradnji,3,Etazno,NA,1,1,0,0,0,0,NA,NA,44.79313,20.50491
Zemun,Gornji Grad,Alaska,105400,62,1700,3,U izgradnji,Prizemlje,Podno,Uknjizeno,0,0,0,1,0,0,NA,2020,44.85322,20.38835
Zvezdara,Uciteljsko Naselje,Uciteljsko Naselje,104900,62,1692,3,U izgradnji,2,Centralno,Uknjizeno,1,1,0,0,0,0,NA,2019,44.78706,20.51003
Zvezdara,Kluz,Kluz,85650,52,1647,3,U izgradnji,2,Etazno,NA,1,1,0,0,0,0,NA,NA,44.79313,20.50491
Zvezdara,Mirijevo,Sejkina,77000,67,1149,3,U izgradnji,1,Centralno,NA,1,1,0,0,0,0,NA,2020,44.79762,20.529
Palilula,Visnjicka Banja,Slanacki put,75000,63,1190,3,U izgradnji,5,Centralno,NA,0,1,1,0,0,0,Prazno,2020,44.80954,20.5484
Zvezdara,Mirijevo,Zagradje,67460,64,1054,3,U izgradnji,NA,Etazno,NA,0,NA,NA,NA,NA,NA,Prazno,2020,44.79577,20.53363
Zvezdara,Mirijevo,Sejkina,64400,65,991,3,U izgradnji,NA,Centralno,NA,1,1,0,0,0,0,NA,2020,44.79762,20.529
Zvezdara,Mirijevo,Zagradje,60500,61,992,3,U izgradnji,NA,Etazno,Uknjizeno,0,1,0,0,0,0,Namesteno,NA,44.79577,20.53363
Zemun,Batajnica,Vojvodanskih brigada,59850,57,1050,3,U izgradnji,1,Gas,Uknjizba u toku,0,NA,NA,NA,NA,NA,Prazno,2019,44.90502,20.29055
Novi Beograd,Blok 20 - Hyatt,Vladimira Popovica,499900,163,3067,3,Uobicajeno,7,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.80749,20.43474
Savski Venac,Beograd na vodi,Beograd na vodi,409888,104,3941,3,Uobicajeno,1,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,406888,109,3733,3,Uobicajeno,15,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,400888,109,3678,3,Uobicajeno,13,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Stari Grad,Dorcol,Dositejeva,399000,180,2217,3,Uobicajeno,2,Centralno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.81991,20.46462
Savski Venac,Beograd na vodi,Beograd na vodi,394888,107,3691,3,Uobicajeno,12,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,392888,105,3742,3,Uobicajeno,14,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,390888,108,3619,3,Uobicajeno,10,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,388888,110,3535,3,Uobicajeno,7,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,386888,108,3582,3,Uobicajeno,9,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Stari Grad,Knez Mihajlova,Toplicin Venac,385000,100,3850,3,Uobicajeno,7,Centralno,Uknjizeno,1,1,1,0,0,1,Prazno,1972,44.8166,20.45467
Stari Grad,Terazije,Kralja Milana,385000,115,3348,3,Uobicajeno,4,Etazno,Uknjizeno,1,1,1,1,0,1,Prazno,1927,44.8092,20.46308
Savski Venac,Beograd na vodi,Beograd na vodi,384888,101,3811,3,Uobicajeno,1,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,383888,110,3490,3,Uobicajeno,5,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,374888,106,3537,3,Uobicajeno,6,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,372888,110,3390,3,Uobicajeno,6,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,370888,104,3566,3,Uobicajeno,2,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,370888,105,3532,3,Uobicajeno,1,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,369888,106,3490,3,Uobicajeno,4,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,368888,107,3448,3,Uobicajeno,2,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,367888,106,3471,3,Uobicajeno,3,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Hercegovacka,367888,107,3438,3,Uobicajeno,3,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.80934,20.45019
Savski Venac,Beograd na vodi,Beograd na vodi,363888,108,3369,3,Uobicajeno,3,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,362888,107,3391,3,Uobicajeno,4,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,360888,107,3373,3,Uobicajeno,2,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Hercegovacka,340000,89,3820,3,Uobicajeno,23,Centralno,NA,1,1,1,0,0,0,Namesteno,NA,44.80934,20.45019
Stari Grad,Skupstina,Decanska,339000,109,3110,3,Uobicajeno,2,Etazno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.81403,20.46294
Vracar,Slavija,Makenzijeva,339000,210,1614,3,Uobicajeno,4,NA,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.80054,20.47044
Savski Venac,Senjak,Kursumlijska,333300,101,3300,3,Uobicajeno,1,Centralno,NA,0,NA,NA,NA,NA,NA,NA,NA,44.79451,20.44499
Vracar,Kalenic,Mlatisumina,330000,101,3267,3,Uobicajeno,1,Centralno,Uknjizeno,1,1,1,1,0,0,Prazno,NA,44.80297,20.47833
Stari Grad,Centar,Decanska,327000,105,3114,3,Uobicajeno,2,Etazno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.81403,20.46294
Stari Grad,Centar,Decanska,327000,109,3000,3,Uobicajeno,2,Etazno,Uknjizeno,0,1,1,0,0,0,NA,NA,44.81403,20.46294
Stari Grad,Centar,Decanska,327000,109,3000,3,Uobicajeno,2,Etazno,Uknjizeno,0,1,0,1,0,0,Prazno,NA,44.81403,20.46294
Zvezdara,Vukov Spomenik,Cirila i Metodija,320000,104,3077,3,Uobicajeno,4,Centralno,Uknjizeno,1,0,1,0,0,0,Prazno,NA,44.80466,20.48222
Vracar,Cvetni Trg,Svetozara Markovica,310000,75,4133,3,Uobicajeno,6,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.8066,20.46756
Vracar,Slavija,Slavija,302000,93,3247,3,Uobicajeno,NA,Struja,Uknjizeno,0,0,0,0,1,1,Prazno,NA,44.80248,20.46679
Palilula,Tasmajdan,Svetozara Markovica,298000,99,3010,3,Uobicajeno,1,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.82512,20.54288
Zemun,Donji Grad,Donji Grad,292942,113,2592,3,Uobicajeno,7,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.85144,20.39654
Stari Grad,Knez Mihajlova,Uskocka,285000,83,3434,3,Uobicajeno,2,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.81811,20.45526
Vracar,Istocni Vracar,Resavska,285000,86,3314,3,Uobicajeno,2,Centralno,Uknjizeno,0,0,0,0,0,1,Prazno,NA,44.80777,20.46567
Novi Beograd,Blok 11c - Stari Merkator,Blok 11c - Stari Merkator,278400,87,3200,3,Uobicajeno,1,Centralno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.82374,20.41415
Savski Venac,Beograd na vodi,Hercegovacka,275888,88,3135,3,Uobicajeno,1,Centralno,Uknjizeno,1,1,0,0,0,0,Prazno,NA,44.80934,20.45019
Vracar,Istocni Vracar,Istocni Vracar,274000,105,2610,3,Uobicajeno,3,Centralno,Uknjizeno,0,1,1,1,0,0,Prazno,NA,44.80135,20.47574
Stari Grad,Centar,Francuska,271000,98,2765,3,Uobicajeno,3,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,1936,44.8267,20.47601
Novi Beograd,Blok 11c - Stari Merkator,Blok 11c - Stari Merkator,265152,83,3195,3,Uobicajeno,2,Centralno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.82374,20.41415
Vracar,Kalenic,Tomasa Jeza,265000,113,2345,3,Uobicajeno,1,Centralno,Uknjizeno,0,1,1,1,0,1,Prazno,1970,44.80091,20.4795
Savski Venac,Senjak,Colak Antina,265000,146,1815,3,Uobicajeno,3,Etazno,Uknjizeno,0,1,1,1,0,0,Prazno,NA,44.79421,20.44363
Savski Venac,Senjak,Colak Antina,265000,146,1815,3,Uobicajeno,3,Etazno,Uknjizeno,0,1,1,1,0,0,Prazno,NA,44.79421,20.44363
Stari Grad,Kalemegdan,Kralja Petra,259000,95,2726,3,Uobicajeno,3,Centralno,Uknjizeno,0,1,0,0,0,1,Prazno,1923,44.81833,20.45307
Zemun,Karadordev Trg,Karadjordjeva,256000,122,2098,3,Uobicajeno,2,TA pec,Uknjizeno,0,0,1,0,0,1,NA,NA,44.8398,20.41521
Vracar,Hram Svetog Save,Internacionalnih brigada,250000,73,3425,3,Uobicajeno,3,Centralno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.79475,20.47189
Vracar,Krunski Venac,Resavska,250000,85,2941,3,Uobicajeno,2,Etazno,Uknjizeno,0,1,1,0,0,0,NA,NA,44.80777,20.46567
Zvezdara,Ðeram,Ðeram,250000,100,2500,3,Uobicajeno,4,Centralno,Uknjizeno,1,1,0,0,0,0,Polunamesteno,NA,44.79313,20.50491
Stari Grad,,Prizrenska,250000,110,2273,3,Uobicajeno,1,Etazno,Uknjizeno,0,0,2,1,0,0,NA,NA,44.81377,20.45912
Vracar,Kalenic,Kursulina,249000,82,3037,3,Uobicajeno,4,Centralno,Uknjizeno,1,1,0,1,0,0,Prazno,NA,44.80076,20.47409
Savski Venac,Beograd na vodi,Beograd na vodi,243888,84,2903,3,Uobicajeno,9,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,242888,82,2962,3,Uobicajeno,12,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,241888,82,2950,3,Uobicajeno,Prizemlje,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,240888,82,2938,3,Uobicajeno,11,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Vracar,Cubura,Cerska,240350,95,2530,3,Uobicajeno,2,Centralno,NA,0,0,1,0,0,0,Prazno,NA,44.79545,20.48256
Vracar,Cubura,Cerska,240350,95,2530,3,Uobicajeno,2,Centralno,NA,0,0,1,0,0,0,Prazno,NA,44.79545,20.48256
Savski Venac,Beogradanka,Kralja Milana,240000,88,2727,3,Uobicajeno,1,Centralno,Uknjizeno,0,0,0,0,0,1,Prazno,NA,44.80479,20.46548
Vracar,Slavija,Njegoseva,240000,90,2667,3,Uobicajeno,NA,Centralno,Uknjizeno,0,0,1,0,0,1,Prazno,NA,44.80168,20.47226
Novi Beograd,Blok 25 - Arena,Bulevar Arsenija Carnojevica,240000,96,2500,3,Uobicajeno,6,Centralno,Uknjizeno,1,1,1,0,0,0,Namesteno,2008,44.81227,20.42044
Vracar,Crveni Krst Vracar,Crveni Krst Vracar,239900,99,2423,3,Uobicajeno,4,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80135,20.47574
Savski Venac,Beograd na vodi,Beograd na vodi,239888,88,2726,3,Uobicajeno,2,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Zeleni Venac,Kraljice Natalije,239000,97,2464,3,Uobicajeno,1,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.81197,20.45889
Savski Venac,Klinicki Centar,Kneza Milosa,238000,119,2000,3,Uobicajeno,3,Centralno,Uknjizeno,0,1,0,0,0,1,Namesteno,NA,44.80374,20.45788
Savski Venac,Savamala,Kraljevica Marka,235000,54,4352,3,Uobicajeno,2,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.81378,20.45398
Stari Grad,Bajlonijeva Pijaca,Cara Dusana,235000,98,2398,3,Uobicajeno,5,Etazno,Uknjizeno,0,1,0,0,0,0,Prazno,NA,44.82292,20.46092
Novi Beograd,Blok 25 - Arena,Blok 25 - Arena,235000,99,2374,3,Uobicajeno,5,Centralno,Uknjizeno,1,1,1,0,0,0,Namesteno,NA,44.81535,20.41593
Savski Venac,Dedinje,Mihaila Avramovica,235000,103,2282,3,Uobicajeno,1,Gas,Uknjizeno,1,0,1,0,0,0,Namesteno,2017,44.76872,20.45753
Vozdovac,Autokomanda,Jove Ilica,232000,97,2392,3,Uobicajeno,3,Centralno,Uknjizeno,1,1,1,1,0,0,Prazno,NA,44.77497,20.47449
Novi Beograd,Blok 11c - Stari Merkator,Blok 11c - Stari Merkator,231360,72,3213,3,Uobicajeno,2,Centralno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.82374,20.41415
Vracar,Hram Svetog Save,Macvanska,230000,80,2875,3,Uobicajeno,3,Etazno,Uknjizeno,1,1,0,1,0,0,Prazno,NA,44.79761,20.47294
Novi Beograd,Blok 25 - Arena,Bulevar Arsenija Carnojevica,230000,92,2500,3,Uobicajeno,5,Centralno,Uknjizeno,1,1,1,1,0,1,Prazno,NA,44.81227,20.42044
Novi Beograd,Blok 67 - Belville,Ðorda Stanojevica,230000,97,2371,3,Uobicajeno,4,Centralno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.80678,20.41159
Novi Beograd,Delta City,Bulevar Crvene Armije,230000,97,2371,3,Uobicajeno,1,Centralno,Uknjizeno,1,1,0,1,0,1,NA,NA,44.80132,20.40426
Novi Beograd,Blok 67 - Belville,Jurija Gagarina,230000,98,2347,3,Uobicajeno,7,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.80407,20.37989
Stari Grad,Skupstina,Kosovska,228000,82,2780,3,Uobicajeno,1,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.81283,20.46546
Novi Beograd,Blok 11c - Stari Merkator,Blok 11c - Stari Merkator,227840,71,3209,3,Uobicajeno,Prizemlje,Centralno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.82374,20.41415
Vozdovac,Autokomanda,Bulevar oslobodenja,227500,91,2500,3,Uobicajeno,3,NA,NA,0,0,1,0,0,0,Prazno,NA,44.77422,20.4734
Zemun,Zemun - Centar,Stevana Markovica,225000,116,1940,3,Uobicajeno,NA,Etazno,Uknjizeno,0,0,0,1,0,0,Prazno,NA,44.84182,20.41663
Savski Venac,Beogradanka,Balkanska,223000,91,2451,3,Uobicajeno,7,Centralno,NA,0,NA,NA,NA,NA,NA,Prazno,1962,44.809,20.4587
Savski Venac,Beograd na vodi,Beograd na vodi,222888,82,2718,3,Uobicajeno,3,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,221888,81,2739,3,Uobicajeno,2,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Palilula,Botanicka Basta,Vojvode Dobrnjca,220000,78,2821,3,Uobicajeno,Prizemlje,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.81689,20.4745
Savski Venac,Beogradanka,Kneza Milosa,220000,80,2750,3,Uobicajeno,NA,Centralno,Uknjizeno,0,1,0,0,0,1,Prazno,NA,44.80374,20.45788
Stari Grad,Obilicev Venac,Marsala Birjuzova,220000,85,2588,3,Uobicajeno,5,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.81565,20.45625
Savski Venac,Slavija,Kralja Milutina,220000,88,2500,3,Uobicajeno,1,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.80192,20.46369
Vracar,Ðeram,Bulevar kralja Aleksandra,220000,96,2292,3,Uobicajeno,3,Gas,Uknjizeno,0,1,1,0,0,1,Namesteno,1985,44.80729,20.47143
Novi Beograd,Blok 25 - Arena,Bulevar Arsenija Carnojevica,219000,96,2281,3,Uobicajeno,6,Centralno,Uknjizeno,1,1,1,1,0,1,Prazno,NA,44.81227,20.42044
Stari Grad,Donji Dorcol,Donji Dorcol,218000,81,2691,3,Uobicajeno,4,Centralno,Uknjizeno,0,1,1,0,0,0,NA,2008,44.81311,20.46329
Vracar,Hram Svetog Save,Macvanska,215000,75,2867,3,Uobicajeno,3,Etazno,Uknjizeno,0,0,0,1,0,0,Prazno,1938,44.79761,20.47294
Stari Grad,Gornji Dorcol,Strahinjica Bana,215000,81,2654,3,Uobicajeno,2,Centralno,Uknjizeno,0,1,2,0,0,1,NA,1990,44.82205,20.46067
Savski Venac,Beograd na vodi,Svetozara Radica,215000,93,2312,3,Uobicajeno,3,Etazno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.81421,20.45261
Stari Grad,Donji Dorcol,Tadeusa Koscuska,215000,102,2108,3,Uobicajeno,1,Centralno,Uknjizeno,0,1,1,1,0,1,Prazno,1995,44.8253,20.45561
Stari Grad,Skupstina,Majke Jevrosime,212000,96,2208,3,Uobicajeno,5,Struja,Uknjizeno,0,1,1,1,0,1,Namesteno,NA,44.81343,20.4667
Stari Grad,Kalemegdan,Visokog Stevana,210000,80,2625,3,Uobicajeno,3,Etazno,Uknjizeno,0,1,0,1,0,0,Prazno,NA,44.8252,20.45986
Stari Grad,Gornji Dorcol,Visokog Stevana,210000,85,2471,3,Uobicajeno,NA,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,NA,44.8252,20.45986
Novi Beograd,Blok 12 - YUBC,Bulevar Mihajla Pupina,209000,84,2488,3,Uobicajeno,6,Centralno,Uknjizeno,1,NA,NA,NA,NA,NA,Prazno,NA,44.81613,20.43133
Novi Beograd,Blok 19,Vladimira Popovica,209000,86,2430,3,Uobicajeno,4,Centralno,Uknjizeno,1,1,0,1,0,0,Prazno,NA,44.80749,20.43474
Novi Beograd,Blok 19,Vladimira Popovica,209000,87,2402,3,Uobicajeno,4,Centralno,Uknjizeno,0,0,1,0,0,0,Prazno,2009,44.80749,20.43474
Savski Venac,Beograd na vodi,Hercegovacka,207888,75,2772,3,Uobicajeno,5,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,NA,44.80934,20.45019
Vracar,Kalenic,Koce Kapetana,207000,87,2379,3,Uobicajeno,5,Etazno,NA,0,NA,NA,NA,NA,NA,Prazno,NA,44.80157,20.47284
Stari Grad,Kalemegdan,Tadeusa Koscuska,205000,70,2929,3,Uobicajeno,5,Kaljeva pec,Uknjizeno,0,1,1,0,0,1,Prazno,1956,44.8253,20.45561
Stari Grad,Kalemegdan,Tadeusa Koscuska,205000,71,2887,3,Uobicajeno,5,Kaljeva pec,Uknjizeno,0,1,0,1,0,1,Prazno,NA,44.8253,20.45561
Stari Grad,Kalemegdan,Kalemegdan,205000,84,2440,3,Uobicajeno,5,TA pec,Uknjizeno,0,1,0,2,0,1,Prazno,1956,44.82307,20.44791
Stari Grad,Knez Mihajlova,Gospodar Jevremova,204900,70,2927,3,Uobicajeno,1,Centralno,Uknjizeno,0,1,1,0,0,1,Prazno,NA,44.82051,20.45991
Stari Grad,Politika,Hilandarska,2.00E+05,67,2985,3,Uobicajeno,1,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.8152,20.46828
Stari Grad,Donji Dorcol,Cara Dusana,2.00E+05,80,2500,3,Uobicajeno,3,Kaljeva pec,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.82292,20.46092
Vozdovac,Brace Jerkovic,Vojvode Vlahovica,2.00E+05,157,1274,3,Uobicajeno,2,Etazno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.75681,20.50663
Stari Grad,Centar,Decanska,199000,74,2689,3,Uobicajeno,2,NA,Uknjizeno,0,1,0,0,0,0,Prazno,NA,44.81403,20.46294
Vracar,Kalenic,Beogradska,199000,77,2584,3,Uobicajeno,4,Centralno,Uknjizeno,0,1,1,1,0,1,Prazno,NA,44.80494,20.46899
